text,label
Bạn vẫn vẽ bức tường của bạn?,0
Cơ hội cuối cùng!,1
Máy in mát.,0
"Xin chào, tiền thuê nhà của Harish đã được chuyển cho dì của bạn.",0
Bất cứ điều gì Lor cô ấy đến?,0
CBE thực sự tốt ngày nay :) Rất nhiều cửa hàng và phòng trưng bày :) City đang hình thành tốt.,0
"""Vẫn còn tham dự các cuộc nói chuyện của da?",0
Không có probs hon!,0
K Tôi sẽ chăm sóc nó,0
"Tôi lấy nó, chúng tôi không có điện thoại thứ sáu.",0
Pin của tôi là thấp em yêu,0
Shuhui đã mua món quà của Ron Đó là một chiếc đồng hồ Swatch ...,0
"Vâng, còn khá nhiều, tôi sẽ vung vào ngày mai khi tôi thức dậy",0
Babe?,0
K tôi chắc chắn sẽ thức dậy trước buổi trưa và xem những gì là gì,0
K ... K ... Hôm qua tôi đã ở CBE.,0
Đã đến cửa hàng váy Ganesh,0
pdate_now - gấp đôi phút và 1000 txt trên thuế quan màu cam.,1
Ì đang thu thập máy tính xách tay của bạn sau đó sẽ định cấu hình cài đặt izzit?,0
Nếu bạn r @ về nhà thì hãy xuống trong vòng 5 phút,0
"Aight, tôi nên ở đó 8 giờ mới nhất, có lẽ gần hơn với 7. Jay và Tyler Down hay chúng ta chỉ nên thực hiện hai chuyến đi?",0
Hãy đến sau & lt; thập phân & gt;,0
"Cân bằng tiền mặt của bạn hiện là 500 pounds-để tối đa hóa tiền mặt của bạn, bây giờ hãy gửi tiền mặt tới 86688 chỉ 150p/msg.",1
"Bill, như trong: Có bất kỳ chữ cái nào cho tôi.",0
Nói cho tôi biết PA.,0
"Xin chào Darlin, tôi hy vọng bạn đã có một đêm tốt đẹp, tôi ước tôi đã không thể đợi để thấy bạn yêu fran ps tôi muốn tình dục qua đường hậu môn bẩn thỉu và tôi muốn có một băng đảng 10 người đàn ông",0
Ha.,0
Helloooo ... thức dậy ..!,0
Alrite,0
Tại sao chúng ta phải ngồi xung quanh và chờ đợi những ngày hè để ăn mừng.,0
CẤP BÁCH!,1
Làm thế nào để các bạn đi xem phim về phía bạn.,0
"Xin lỗi, trong cuộc họp, tôi sẽ gọi sau",0
Bạn không cần phải nói với tôi rằng ... bây giờ tôi đang nghĩ.,0
Vui lòng gửi ai đó đến căn hộ của bạn trước & lt; thập phân & gt;,0
Lấy làm tiếc!,1
Không có gì ... một chút buồn chán quá ... sau đó bạn sẽ về nhà sớm 2 giấc ngủ hôm nay ...,0
Tôi nên nói với bạn tôi lúc mấy giờ?,0
Đúng.,0
Cảm ơn Chikoo .. :-) Chúc ngủ ngon:-*,0
XY trong xe của bạn khi bạn đón tôi?,0
"Thanx 4 Thời gian We nhất đã dành 2Geva, Bin Mint của nó!",0
"Yo, bất cứ cách nào chúng ta có thể chọn một cái gì đó tối nay?",0
Tôi đã không gửi nó.,0
Tốt là tôi chỉ đơn giản là ngồi.,0
Quà tặng của Chúa cho những con chim như con người có một số món quà tự nhiên frm thần ..,0
Bạn đang đến ngày cho lớp học.,0
Tôi đã hoàn thành.,0
Ok ... bạn thích các chương trình của bạn ...,0
Bất cứ điều gì...,0
Tôi sẽ ở đâu nếu không có con tôi?,0
Wat là người thân yêu của tôi làm?,0
Xin chào 'Kiểm tra trên & lt;#& gt;,0
Chỉ có 2% học sinh giải quyết câu hỏi mèo này trong 'Xam ... 5+3+2 = & lt;#& gt;,0
Yo bạn có biết ai & lt;#& gt;,0
Yup n cô ấy fren lor.,0
"Vâng, chúng tôi đã có một cái xếp hàng cho chúng tôi",0
"Và ngừng tự hỏi \ wow là cô ấy sẽ ngừng tm'ing tôi?! \ ""Bởi vì tôi sẽ tm bạn bất cứ khi nào tôi muốn vì bạn là của tôi ... *cười *""",0
Lol yep đã làm điều đó ngày hôm qua.,0
"Này, tôi đã đặt bài học pilates và yoga rồi ... haha",0
Bạn ổn chứ.,0
Bạn có 1 tin nhắn mới.,1
"Người giám sát của tôi tìm thấy 4 tôi một Chúa, tôi nghĩ rằng các sinh viên của anh ấy.",0
Xin chào.,0
Không có tin nhắn..không phản hồi..bác xảy ra điều gì?,0
Chúng tôi hiện có một tin nhắn đang chờ bộ sưu tập của bạn.,1
"Này em yêu, xin lỗi anh không nhận được sớm hơn.",0
Làm cho 3 đó!,0
Để lại nó.,0
"Không, nhưng tôi sẽ đi 2 sch trên thứ sáu khá sớm lor cos mys sis có giấy vào buổi sáng :-)",0
tại Bruce B Downs & amp;,0
Bạn ở đâu ?,0
"Này bây giờ tôi miễn phí, bạn có thể gọi cho tôi.",0
Hãy cho tôi biết ai là người này :-),0
CẤP BÁCH!,1
Hãy nghĩ rằng tôi có thể phải bỏ lỡ nó.,0
Id phải kiểm tra nhưng chỉ còn như 1 bát đáng giá,0
Vâng có nhiều đồ ngọt,0
Tôi sẽ nhưng tôi vẫn còn ấm cúng.,0
Bạn có một người ngưỡng mộ bí mật.,1
Buzzzz!,0
Ngài Gửi đến Nhóm Thư Kiểm tra nó.,0
Tôi đang thực hiện giới thiệu DA bao gồm các xu hướng năng lượng n Ưu điểm ... Mô tả ngắn gọn về Fusion Nucle n Oso Lịch sử ngắn gọn về ITER N JET có abt 7 n nửa trang ..,0
"\ Không! Không nơi nào Ikno không làm việc! Shitinnit \ """"",0
Bạn không biết bạn jabo tôi abi.,0
"Bạn có bao giờ nhận thấy rằng khi bạn đang lái xe, bất cứ ai đi chậm hơn bạn là một thằng ngốc và mọi người lái xe nhanh hơn bạn là một kẻ điên?",1
Chưa có..Ya sapna dì Manege y'day hogidhe..chinnu hoàn toàn yếu và swalpa đen agidhane ..,0
"Em có tốt không, em yêu?",0
Giao dịch NEFT với số tham chiếu & lt;#& gt;,0
"Chủ yếu là loại thể thao..S như bóng đá, cricket ..",0
Ma Head Dey Swell oh.,0
Bạn nên lập danh sách fb,0
Chiều cao của sự tự tin: Tất cả các giáo sư hàng không wer Calld & amp;,0
Sary chỉ cần Tim trong bollox và nó làm tổn thương anh ấy rất nhiều nên anh ấy nói với tôi!,0
Công chúa năm mới hạnh phúc!,0
"Tôi sẽ nhắn tin cho Carlos và cho bạn biết, hãy tiếp tục",0
"Đừng lo lắng, * thật dễ dàng một khi có nguyên liệu!",0
"Tôi yêu bạn 2 cái chuông nhỏ của tôi, tôi xin lỗi nhưng tôi yêu bạn",0
"Được rồi, OMW bây giờ, bạn ở Castor?",0
Yar lor ... tiếp tục mưa không dừng lại ... hay bạn sẽ đi nơi khác?,0
Ưu đãi Xmas!,1
Ý bạn là bạn gần như đã làm?,0
"7 Điều kỳ diệu trong thế giới của tôi thứ 7 bạn thứ 6 của bạn Phong cách thứ 5 nụ cười thứ 4 của bạn, tính cách thứ 3 của bạn tự nhiên thứ 2 của bạn SMS và 1st \ ur tình bạn đáng yêu \ ""... Chào buổi sáng thân yêu""",0
Tối nay?,0
Tôi nên ăn gì cho bữa trưa Senor,0
Anh ấy nói rằng anh ấy có một tiếng cười khúc khích khi anh ấy gặp lại bạn!,0
Không có thời gian nghỉ ngơi ... Làm thế nào ... Tôi đi ra và lấy đồ của tôi fr Ì_?,0
Trả lời để giành được 100 bảng hàng tuần!,1
"Tôi ở đó và tôi có thể nhìn thấy bạn, nhưng bạn không thể nhìn thấy tôi?",0
Bạn vẫn còn máy xay?,0
Không có 1 giai điệu đa âm 4 mob của bạn mỗi tuần!,1
"Tình yêu không phải là một quyết định, đó là một cảm giác.",0
"Hot Live Fantasies Gọi ngay 08707509020 Chỉ cần 20p mỗi phút NTT LTD, PO Box 1327 Croydon CR9 5WB 0870 là một cuộc gọi tỷ lệ quốc gia",1
Tôi đã không gặp bạn .:)k:) Bạn bây giờ bạn đang ở đâu?,0
"Vì vậy, tôi đang làm một danh sách người mua.",0
"Không biết, tôi đoán chúng ta sẽ làm việc đó một giờ sau khi chúng ta phải rời đi vì như thường lệ không có ai có hứng thú với việc tìm ra điều đó trước giây",0
MM không hoàn toàn chắc chắn rằng tôi đã hiểu văn bản đó nhưng hey.,0
Họ đã phát hành áo Vday và khi bạn đặt nó lên nó làm cho nửa dưới của bạn trần truồng thay vì những bộ đồ lót màu trắng.,0
Don Biết..He đang xem phim trong máy tính ..,0
Không có B4 Thứ năm,0
"Ồ, sau đó điện thoại của bạn gọi điện cho tôi nhưng nó bị ngắt kết nối",0
Nó chỉ quan trọng khi đi từ ngoài khuôn viên trường,0
Thông báo này là miễn phí.,1
"Tuyệt vời, tôi sẽ xem kế hoạch của Riley là gì",0
Tôi sẽ thấy trong nửa giờ,0
"Bạn đã giành được TKTs vào trận chung kết Euro2004 Cup hoặc Å £ 800 Tiền mặt, để thu thập 09058099801 B4190604, POBOX 7876150PPM",1
EW bạn có phải là một trong số họ không?,0
Cũng xin chào wesley bạn đã thế nào,0
Ah bạn thấy.,0
Khoản vay cho bất kỳ mục đích Å £ 500 - Å £ 75.000.,1
UPDED_NOW - 12 triệu giá Half Orange Line Cho thuê: 400mins ... Gọi MobileUpd8 theo số 08000839402 hoặc Call2Optout = J5Q,1
Hãy tưởng tượng cuộc sống mà không có tôi ... xem .. bạn đang tìm kiếm tôi nhanh như thế nào? Đừng lo lắng .. Tôi luôn ở đó để làm phiền bạn .. trưa tốt .. :),0
"HM Chào buổi sáng, đau đầu ai?",0
Vâng không có probs - đêm qua rõ ràng là bắt kịp với bạn ... nói sớm,0
Miễn phí không giới hạn khiêu dâm Hardcore trực tiếp 2 TXT di động của bạn khiêu dâm đến 69200 và được truy cập miễn phí trong 24 giờ sau đó chrgd@50p mỗi ngày TXT dừng 2Exit.,1
Tôi có thể đi 2 sch.,0
& lt;#& gt;,0
& lt;#& gt;,0
Một trong những niềm vui trong Lifeis thức dậy mỗi ngày với những suy nghĩ ở đâu đó ai đó đủ quan tâm để gửi một lời chào buổi sáng ấm áp .. -,0
Tôi đã không nhận được nửa sau của tin nhắn đó,0
Bạn muốn 2 lần gặp tôi lúc mấy giờ?,0
Tôi cảm ơn bạn rất nhiều vì tất cả những gì bạn làm với sự vị tha.,0
"Tôi đang ở trong phim, tôi sẽ gọi cho bạn sau.",0
Làm thế nào bạn dám thay đổi chiếc nhẫn của tôi,0
Bạn là một cô gái rất rất rất rất xấu.,0
Tôi cũng yêu bạn nhưng hãy cố gắng và lập ngân sách tiền của bạn tốt hơn em yêu.,0
"Phần nào của \ không bắt đầu \ ""Bạn không hiểu""",0
Tôi đã hoàn thành bữa trưa của mình rồi.,0
Bạn vẫn ở trò chơi?,0
Bạn có tài năng nhưng bạn đang lãng phí.,0
Bạn có tài năng nhưng bạn đang lãng phí.,0
"Ngoài ra, tôi đã gửi cho bạn một email về cách đăng nhập vào cổng thanh toán USC.",0
Gonna cho tôi biết cos trở lại từ kỳ nghỉ ngày hôm đó.,0
Jokin Only Lar ... :-) Phụ thuộc vào điện thoại nào mà cha tôi có thể nhận được ...,0
"Aight, Lemme biết có chuyện gì",0
Hãy sẵn sàng cho & lt;#& gt;,0
Raji..pls giúp tôi một việc.,0
;-) Được rồi.,0
Cos darren nói ì_ xem xét mah vì vậy tôi hỏi ì _...,0
Bạn không làm phiền tôi nhưng bạn phải tin tưởng câu trả lời của tôi.,0
"Chúc bạn và gia đình bạn vui vẻ \ x \ ""Mas và chúc mừng năm mới trước ..""",0
"Một ngày nọ, một con cua đang chạy trên bờ biển..có sóng đã làm sạch dấu chân của con cua .. Cua hỏi: Là người của tôi để xóa dấu chân tuyệt đẹp của tôi?",0
Aight bạn muốn tôi đi lên lúc mấy giờ?,0
Slaaaaave!,0
"Hóa đơn của bạn ở mức 3 là Å £ 33,65 nên điều đó không tệ!",0
Hãy cho tôi biết làm thế nào nó thay đổi trong 6 giờ tiếp theo.,0
"Xin chào, vâng, tôi vừa mới ra khỏi bồn tắm và cần phải làm tóc nên tôi sẽ đi lên khi hoàn thành, phải không?",0
Vậy thời tiết ở đó thế nào?,0
Được rồi.,0
Chết ... bây giờ tôi lại có E Toot Fringe ...,0
Lol họ không biết về điện thoại tuyệt vời của tôi.,0
Được rồi,0
"Câu hỏi tuyệt vời với một câu trả lời dễ thương: Ai đó đã hỏi một cậu bé \ cuộc sống của bạn thế nào? \ "". Anh ấy mỉm cười & amp;",0
Vui lòng rời khỏi chủ đề này..sorry để nói rằng ..,0
Xin vui lòng gửi cho tôi tên chính xác da.,0
Điều gì đã xảy ra với ngày yo của chúng tôi?,0
EastEnders TV Quiz.,1
Trang web S không có sẵn!,0
Vừa thức dậy.,0
Bây giờ bạn đã hủy đăng ký tất cả các dịch vụ.,1
"Thân mến, như chúng ta đã biết & lt;#& gt;",0
K..K ... từ ngày mai trở đi bắt đầu ah?,0
Bạn đang nói chuyện gì vào buổi sáng sớm?,0
Khỏe.,0
"Chào em yêu của nó Jordan, bạn thế nào?",1
"Chào em yêu của nó Jordan, bạn thế nào?",0
"Nghe có vẻ tốt, hãy giữ cho tôi được đăng",0
Nhận một điện thoại di động hoàn toàn mới bằng cách là một đại lý của mob!,1
Được rồi.,0
Cậu bé bạn tốt nhất hãy đưa bạn ra khỏi đây nhanh chóng,0
Ay wana gặp nhau trên sat? Ì_ wkg trên sat?,0
Bây giờ tôi nhưng phải đợi đến 2 chiếc xe buýt để chọn tôi.,0
Ngoài cái tôi đã nói với bạn về ngày hôm qua?,0
Ok lor ... nhưng mua wat?,0
Ai đó nên đến Andros và đánh cắp băng,0
Đừng biết.,0
Đưa chúng tôi ra ngoài mua sắm và Mark sẽ đánh lạc hướng Isaiah. = D,0
"Mẹ, hy vọng bạn đang có một ngày tuyệt vời.",0
Không có ý nghĩa ở chân và dương vật của tôi.,0
Được rồi nhưng tôi nghĩ bạn là chuyên gia,0
* Thở sâu* ... Tôi nhớ bạn :-( ... Tôi thực sự ngạc nhiên khi bạn chưa đến quán cà phê net để đến với tôi ... bạn có nhớ tôi không?,0
S.S :) Tôi nghĩ vai trò giống như Sachin.Just Stand.,0
Có một chuyến đi tuyệt vời đến Ấn Độ.,0
"Và rất quan trọng, tất cả những gì chúng ta thảo luận là giữa bạn và tôi chỉ.",0
K..k :) Làm thế nào về quá trình đào tạo của bạn?,0
Ok lor.,0
Trong bãi đậu xe da,0
Tôi ước rằng tôi đã ở bên bạn.,0
"Vì vậy, tôi đã hỏi Anthony thế nào.",0
"'Wnevr tôi wana fal trong luv vth những cuốn sách của tôi, giường của tôi giả mạo trong luv vth me ..!' '.",0
Ngày hôm nay-Chủ Nhật Bản..sunday là kỳ nghỉ..vì không có việc làm ..,0
"Tôi sẽ tắm, hãy đặt chìa khóa vào cửa sổ :-)",0
Lord of the Rings: Return of the King trong cửa hàng ngay bây giờ! Trả lời LOTR trước ngày 2 tháng 4,1
Lord of the Rings: Return of the King trong cửa hàng ngay bây giờ! Trả lời LOTR trước ngày 2 tháng 4,0
Bạn đã di cư hay gì đó?,0
Olol Tôi đã in ra một bài đăng trên diễn đàn của một anh chàng có cùng một đầu dò được cố định bằng một sự thay thế GPU.,0
Chúng tôi đi bộ từ mẹ tôi.,0
"Yo, bạn ở JP và đói như một mofo?",0
Điều này chỉ là đáng sợ và điên rồ đối với tôi.,0
Ok ... tôi đã nhận được tin nhắn của bạn ...,0
Tessy..pls giúp tôi một việc.,0
Pathaya Enketa Maraikara Pa ',0
"Ngay cả khi anh ấy là bạn của tôi, anh ấy là một linh mục gọi anh ấy bây giờ",0
"Bạn rất tệ, chạy đã trở lại sau đó một nửa chết ... hee ...",0
"Đó là bạn đã nói đó là ngày tồi tệ, tất cả các cô gái e đều biết bạn ... bạn đang làm gì bây giờ?",0
Hoặc nhắc nhở tôi trong một vài giờ.,0
Tôi đã hy vọng tôi sẽ không phải gửi cho bạn tin nhắn này.,0
CHÀO.,0
Xin chào hun làm thế nào ru?,0
Lol tôi sẽ vào tháng trước.,0
Chúc may mắn!,1
Ngắn nhưng dễ thương: \ là một người tốt,0
Chỉ cần quyết định ở đâu hả?,0
"Wat Time Liao, nơi vẫn có.",0
Có khi xem footie nhưng lo lắng chúng ta sẽ thổi nó - Phil Neville?,0
Tôi đợi 4 ì_ bên trong bãi đậu xe da ...,0
Bác Tu viện!,0
Bây giờ tôi miễn phí gọi cho tôi pa.,0
R u nói rằng tôi nên đặt hàng dép mà tôi phải trả tiền để trả lại.,0
Đừng biết tôi rất rõ!,0
Buổi tối vui vẻ!,0
Vấn đề nhỏ trong đấu giá :) bây giờ Punj hỏi tiwary,0
Nhập miễn phí trong 2 comp hàng tuần để có cơ hội giành được iPod.,1
Anh ta bảo không nói với bất kỳ ai.,0
Các chú của tôi ở Atlanta.,0
1ST WK miễn phí!,1
Bạn đến 2 chọn tôi?,0
Điều đó thật tuyệt.,0
Bạn có thể tin rằng họ không biết tôi đã đặt trước vào thứ năm để họ lại hủy bỏ tôi!,0
"Haha muộn hơn bao giờ hết, bất cứ cách nào tôi có thể đu qua?",0
Được rồi.,0
"LookatMe !: Cảm ơn bạn đã mua một video clip từ LookatMe !, Bạn đã bị tính phí 35p.",1
Tôi đã bị cấm từ tất cả các cửa hàng B và Q suốt đời!? TWAT này ở Orange Dungerees đã đến gặp tôi và hỏi tôi có muốn sàn không?,0
"Vì vậy, không có tin nhắn.",0
Ok đi ngủ.,0
Wat làm cho một số người thân yêu hơn không chỉ là hạnh phúc mà bạn cảm thấy khi bạn gặp họ mà là nỗi đau mà bạn cảm thấy khi bạn nhớ dem !!!,0
Bạn có thể cho tôi biết chi tiết về FRI khi bạn tìm hiểu vì tôi không ở Tom hay Fri.,0
Bạn đúng là tôi có bây giờ tôi nghĩ về nó,0
Bạn đang làm gì bây giờ?,0
Bài giảng của bạn đã kết thúc?,0
Sexy sexy kiêm và nhắn tin cho tôi tôi ướt và ấm và sẵn sàng cho một số phim khiêu dâm!,1
Nơi khách hàng tôi sẽ gọi cho bạn,0
Chưa được lên kế hoạch :) sẽ tham gia công ty vào ngày 5 tháng 1. Biết điều gì sẽ xảy ra sau đó.,0
Con trai;,0
"Haha tôi đã nghe điều đó, nhắn tin cho tôi khi bạn ở bên",0
I. sẽ đến đó vào ngày mai và gửi nó cho bạn,0
\ Shit babe .. thasa bit bừa bộn.,0
"Ồ, muộn!",0
\ Cheers u Tex mecause u wasbored!,0
"Xin lỗi, trong cuộc họp, tôi sẽ gọi cho bạn sau",0
Yo!,0
Vâng nhưng điều tồi tệ hơn đối với tôi,0
Hard Live 121 Trò chuyện chỉ 60p/phút.,1
Tôi đã gắn thẻ bạn bè của tôi rằng bạn dường như được coi là bạn của bạn.,0
Không được nghe từ U4 một thời gian.,1
Được rồi...,0
Lâu rồi.,0
Havent mua sắm ngay bây giờ tôi chỉ đến,0
Cảm ơn bạn.,0
Bạn có thích thử thách không?,0
Chi phí vỏ ur hdd của bạn đã bao nhiêu.,0
Bí ẩn đã giải quyết!,0
Tôi không thể mô tả bạn may mắn như thế nào khi tôi thực sự tỉnh táo vào buổi trưa,0
Đây là lần thứ 2 chúng tôi đã cố gắng liên hệ với u.,1
Hôm nay là ngày xin lỗi.!,0
Chúc mừng cho thẻ ... có phải là thời điểm đó trong năm không?,0
"Hot Live Fantasies Gọi ngay 08707509020 Chỉ cần 20p mỗi phút NTT LTD, PO Box 1327 Croydon CR9 5WB 0870..K",1
"Khi mọi người nhìn thấy các tin nhắn của tôi, họ nghĩ rằng tôi nghiện msging ... họ đã sai, bcoz họ không biết rằng tôi nghiện những người bạn ngọt ngào của tôi .. !!",0
Ugh hy vọng ASUS PPL không ngẫu nhiên thực hiện một định dạng lại.,0
"Chưa thấy facebook của tôi, phải không?",0
"Chưa thấy facebook của tôi, phải không?",0
Still Otside le..u đến 2morrow Maga ..,0
Bạn vẫn còn băng ống nước và một cờ lê chúng ta có thể mượn?,0
"Chủ sở hữu chứng từ thân mến, để yêu cầu đề nghị tuần này, tại PC của bạn, vui lòng truy cập http://www.e-tlp.co.uk/reward.",1
Nó vl bcum khó khăn hơn ..,0
Ur đi 2 Bahamas!,1
Vẫn chưa chờ đợi như thường lệ ... ì ist trở lại sch oredi?,0
Trong cuộc họp da.,0
K K :-) :-) Sau đó xem một số bộ phim.,0
Điện ảnh cộng với uống hấp dẫn tomo?,0
Có kích thước của máy tính bảng voi & u đẩy em lên mông của bạn !!,0
"Vì vậy, nhiều người dường như rất đặc biệt ngay từ cái nhìn đầu tiên, nhưng chỉ rất ít",0
"Bố mẹ tôi, Kidz, bạn bè của tôi là đồng nghiệp của tôi.",0
Dunno tôi juz hỏi tôi có một thẻ được giảm 20% 4 một salon có tên là cảm giác tóc vì vậy tôi đã không có một ì_ cắt tóc của bạn.,0
Chào buổi sáng Pookie Pie!,0
Có lẽ nếu bạn thức dậy trước khi đụ 3 thì đây sẽ không phải là vấn đề.,0
Chúc mừng sinh nhật bạn .... thân yêu. Với rất nhiều tình yêu.rakhesh nri,0
Howz câu chuyện về người đó,0
Đây là lần thứ 2 chúng tôi đã thử 2 liên hệ u.,1
X2 & lt;#& gt;,0
Xin chào Neva lo lắng Bout da Truth Coz Sự thật sẽ dẫn tôi 2 trái tim của bạn.,0
Ur đã trao một kỳ nghỉ thành phố và có thể giành được một cuộc mua sắm mùa hè £ 200 mỗi tuần.,1
Bài báo của bạn hôm nay trong buổi sáng hay sau?,0
Tôi sẽ liếm từng giọt :) Bạn đã sẵn sàng để sử dụng miệng của bạn chưa?,0
Và bạn!,0
Tuyệt vời.,0
"Tôi có một số mới,.",0
"Vì vậy, đó là để chọc người đàn ông hàng ngày mà họ dạy bạn ở Canada abi!",0
7 lor ... thay đổi 2 suntec ... thời gian bạn đến?,0
Không có de.am nhìn thấy trong cửa hàng trực tuyến để tôi hỏi.,0
Chỉ tò mò vì vì tôi đã hỏi tôi đang làm gì,0
NICE.Nice. Làm thế nào nó hoạt động?,0
"Được rồi, lor ... wah ... như điều đó, họ sẽ không cho chúng ta đi ... haha ... họ đã nói gì trong các điều khoản và điều kiện?",0
Haha ... yup hy vọng chúng ta sẽ mất một vài kg bởi Mon.,0
Cô ấy tốt.,0
"Ồ, vâng, tôi vừa bị thời tiết một chút nên tôi đã ở nhà",0
Ở nhà cũng vậy.,0
Điện thoại này có ô tô tự động kỳ lạ nhất.,0
"Rất tiếc, điện thoại của tôi đã chết và tôi thậm chí không biết.",0
Không phải hỏi nếu bạn có thể chiến tranh đầu tiên.,0
"Cô ấy nói, '' Bạn có phiền nếu tôi đi vào phòng ngủ trong một phút không?",0
"Ồ vâng, và có một thời gian tuyệt vời ở Newquay-Send cho tôi một tấm bưu thiếp!",0
Chúng tôi đã ly hôn.,0
Ghim của bạn là gì?,0
"Em yêu, em đã có đủ tiền để lấy bánh mì và sữa?",0
Tôi muốn tuyết.,0
CẤP BÁCH!,1
Hãy đến trạm xe buýt Mahal .. & lt; thập phân & gt;,0
Không biết :) Tuần này tôi sẽ đến Tirunelveli da.,0
Tôi cũng vậy em yêu!,0
Tôi nghĩ nó giống như trò chơi hoàng hôn của khách sạn.,0
"Cảm ơn đơn đặt hàng nhạc chuông của bạn, số tham chiếu x29.",1
"Xin chào, tình yêu của tôi!",0
Đó phải là một nỗi đau để bắt,0
Xin lỗi DA Thangam. Đó là sai lầm của tôi.,0
Tôi cần ... vì tôi chưa bao giờ đi trước đây,0
"Hoa hồng cho màu đỏ, đỏ cho máu, máu cho tim, trái tim cho u.",0
Vợ. Làm thế nào cô ấy biết thời gian giết người chính xác,0
Sáu cơ hội để giành được tiền mặt!,1
Cân bằng tiền mặt của bạn hiện là 500 pound-để tối đa hóa tiền mặt của bạn hiện đang gửi thu thập tới 83600 chỉ 150p/msg.,1
Tôi cảm thấy như một tinh ranh vì tôi tiếp tục ngủ qua các văn bản và tin nhắn Facebook của bạn.,0
Không có PLM tôi sẽ đến da.,0
Không có PLM tôi sẽ đến da.,0
Chiều cao của tái chế: Đọc hai lần-mọi người dành thời gian để kiếm tiền và cùng một khoản tiền dành cho việc dành thời gian! ;-) Chào buổi sáng .. Hãy tiếp tục mỉm cười :-),0
Yup Ì_ không comin :-(,0
"Vâng, công chúa.",0
"Aight nhắn tin cho tôi khi bạn trở lại MU và tôi sẽ đi qua, cần ai đó để lấy cửa cho tôi",0
Ron nói cho chân.,0
Tốt.,0
Tôi không sao.,0
Một suy nghĩ dễ thương cho tình bạn: \ Không cần thiết phải chia sẻ mọi bí mật với người bạn thân của bạn,0
"Được rồi, tôi đã gửi cho bạn phiên bản mới nhất của dự án da.",0
Chào buổi sáng thân yêu của tôi ........... có một tuyệt vời & amp;,0
Xin vui lòng chấp nhận tôi một ngày.,0
Vắt kiệt!!,0
"Không sao, nếu có ai hỏi về tôi, bạn nói với họ ..:-p",0
"Sự thật hài hước không ai dạy núi lửa 2 nổ ra, sóng thần 2 phát sinh",0
* Bạn sẽ đổ chuông vào cuối tuần này hay wot?,0
Cũng theo dõi bất kỳ bật lửa nào bạn có thể tìm thấy,0
"Xin lỗi, tôi không thể giúp bạn về điều này.",0
"Em yêu, anh cần lời khuyên của em",0
"I ‰ û ll rời đi khoảng bốn, ok?",0
Đến trường đại học y khoa lúc 7 giờ tối ...... chuyển tiếp nó da,0
K :) k..its tốt :) khi nào bạn đi?,0
Tôi có thể làm lasagna cho bạn ... vodka ...,0
"Xin chào, bạn có thể cho tôi một chiếc nhẫn càng sớm càng được không",0
Những người đó là ai?,0
"Không, nhưng bạn đã nói với tôi rằng bạn sẽ đi, trước khi bạn say rượu!",0
Anh ta chết tiệt.,0
Chúc mừng!,1
Tôi luôn tìm kiếm một cái cớ để ở trong thành phố.,0
"Yup tôi vẫn đang uống cà phê với bạn của tôi ... bạn tôi đã lái xe, cô ấy sẽ cho tôi một thang máy ...",0
O bờ bạn có phải là xe buýt,0
Vậy bạn sẽ nhận được Deus Ex?,0
Tôi sẽ gửi chúng đến email của bạn.,0
"44 7732584351, bạn có muốn một chiếc điện thoại màu Nokia 3510i mới được phân phối không?",1
Tap & Spile lúc bảy.,0
"Được rồi, tôi đến và chọn bạn tại động cơ?",0
Đó là lý do tại sao tôi không bao giờ muốn nói với bạn bất kỳ điều này.,0
Raviyog ngoại vi Bhayandar Đông,0
K thực sự các bạn có thể gặp tôi tại Sunoco trên Howard không?,0
Bạn có 1 thư thoại mới.,1
"Mặt trăng đã đến để tô màu cho những giấc mơ của bạn, những ngôi sao để làm cho chúng âm nhạc và SMS của tôi để cho bạn giấc ngủ ấm áp và yên bình.",0
Vừa ăn xong.,0
Thanx rất nhiều ...,0
Nhanh chóng về nhà bạn lớn mông.,0
Lol quyền của bạn.,0
Đó là một ngày tuyệt vời.,0
Điều gì đã xảy ra trong cuộc phỏng vấn?,0
Giải quyết trường hợp: Một người đàn ông đã được tìm thấy bị sát hại trên & lt; thập phân & gt;,0
Badrith chỉ dành cho Chennai :) Tôi chắc chắn sẽ chọn cho chúng tôi :) Không có sự cạnh tranh cho anh ấy.,0
Tôi không phải là người bạn nhóm của tôi ... may mắn là tôi không trả lời ... thời gian làm ì_ cần phải rời đi ...,0
Này bạn xung quanh?,0
Này TMR có lẽ có thể gặp bạn tại YCK,0
"Được rồi Sam, thật tuyệt khi chỉ kiểm tra xem đây là số của bạn-nó phải không? T.B*",0
Họ chỉ làm cho nó dễ dàng trả lại.,0
Họ chỉ làm cho nó dễ dàng trả lại.,0
"Trạm xăng giống như cách nhà tôi một dãy nhà, bạn sẽ lái xe ngay vì Armenia kết thúc tại Swann và bạn phải lấy Howard",0
Ai đó bạn biết đã hỏi dịch vụ hẹn hò của chúng tôi 2 liên hệ với bạn!,1
Camera - Bạn được trao một máy ảnh kỹ thuật số SIPIX!,1
Học phí của tôi ở mức 330. HM Chúng tôi đi cho 1120 đến 1205?,0
Học phí của tôi ở mức 330. HM Chúng tôi đi cho 1120 đến 1205?,0
Thân mến Chào buổi sáng bạn cảm thấy thân yêu như thế nào,0
Một chút.,0
